ePortRxDataGroup_0, ePortRxDataGroup_1, ePortRxDataGroup_2, ePortRxDataGroup_3, ePortRxDataGroup_4, ePortRxDataGroup_5, ePortRxDataGroup_6, ePortRxDataGroup_7, ePortRxDataGroup_8, ePortRxDataGroup_9, ePortRxDataGroup_10, ePortRxDataGroup_11
61276160, 442368, 78053376, 0, 3328, 0, 442403, 65442816, 0, 3456, 67665920, 59395328
4386, 73957376, 0, 463138, 60820608, 84410368, 0, 0, 413312, 3456, 0, 0
0, 56623104, 67747865, 0, 56623104, 840448, 589860, 102763520, 27, 0, 0, 0
3200, 524288, 62914599, 3104, 75497504, 54530201, 0, 479360, 507962, 52875426, 79695488, 5669
65011745, 0, 0, 0, 0, 642432, 44, 54525952, 0, 0, 0, 0
63488031, 0, 5120, 71876608, 113708544, 52874368, 0, 4352, 0, 0, 34, 53035033
54525952, 0, 80221312, 28, 0, 60821504, 0, 4480, 0, 577057, 5145, 94961664
393216, 50774016, 0, 3712, 0, 56626944, 0, 491520, 593408, 6272, 0, 431232
71303168, 3200, 65486848, 0, 78254884, 57081856, 0, 0, 31, 61263283, 85987840, 67851550
62917632, 414080, 50790400, 81792128, 0, 63494182, 0, 0, 54984704, 0, 0, 38
0, 3072, 426011, 27, 409600, 0, 540672, 67108864, 3241, 50790400, 0, 0
0, 0, 0, 0, 26, 0, 0, 0, 0, 491520, 0, 0
393216, 414976, 0, 27, 67633177, 54525984, 35, 0, 50892416, 27, 42, 88080409
81788966, 0, 0, 0, 557056, 4776, 0, 757145, 0, 3584, 0, 4352
0, 3584, 0, 0, 0, 628352, 69206016, 27, 4096, 50908573, 626218, 73826347
56623104, 80232476, 0, 475168, 704543, 3356, 80232448, 561564, 429088, 31, 5534, 101289472
34, 3712, 0, 54525952, 83886112, 52428800, 0, 0, 0, 524319, 0, 0
413056, 80088483, 573466, 84525056, 54525952, 3354, 69206041, 655360, 31, 52428800, 54530721, 28
0, 458774, 4224, 3483, 0, 626081, 426016, 0, 56623104, 560418, 0, 0
429312, 507904, 60817408, 0, 458779, 54530203, 63459200, 83886080, 0, 4254, 0, 60817440
80286080, 0, 3096, 0, 3228, 3584, 3456, 429440, 3456, 0, 671776, 67108905
61264000, 0, 80150556, 557056, 26, 442399, 0, 65011737, 54525995, 0, 540672, 0
0, 0, 0, 62914560, 4768, 0, 78269730, 819200, 30, 81788928, 3623, 3328
3584, 0, 0, 0, 56623138, 3357, 62914560, 4224, 30, 52432667, 3200, 3613
0, 0, 393216, 0, 491545, 507904, 3328, 3200, 557080, 67108864, 461952, 3712
397089, 0, 393216, 409600, 3484, 57049088, 25, 3103, 0, 62914596, 27, 0
55115816, 3840, 62918144, 80248860, 33, 578588, 0, 491547, 82264097, 3328, 524288, 60821150
69209626, 3584, 0, 62917632, 67112960, 0, 79696288, 0, 0, 495488, 34, 4907
0, 4096, 62914586, 85986688, 3226, 30, 42, 0, 606208, 4608, 0, 0
0, 36, 511232, 60817408, 52428800, 0, 4736, 67551232, 462748, 475136, 0, 0
0, 0, 50331708, 96469025, 720926, 102760448, 0, 0, 5248, 83886080, 0, 65011712
67567616, 655360, 0, 52822016, 458752, 4224, 0, 589824, 3072, 55054756, 71303168, 69206016
0, 3612, 0, 496152, 63360928, 409600, 69206016, 0, 28, 71303168, 425984, 60821632
0, 393239, 0, 0, 527771, 4889, 29, 446720, 0, 430336, 32, 79691776
69206049, 69209373, 52875904, 3200, 528158, 540672, 52433325, 0, 524316, 26, 0, 675878
3456, 0, 31, 62914560, 62914560, 0, 0, 58720304, 50335232, 3356, 0, 54525952
0, 412928, 0, 0, 88083712, 409600, 562208, 54968320, 458752, 26, 0, 67633152
48234496, 0, 540672, 0, 56623148, 57032704, 0, 0, 0, 0, 71306880, 3328
0, 917504, 0, 0, 52432797, 61472808, 37, 50331696, 50331679, 5376, 65011742, 478878
58720294, 0, 50954264, 50757632, 60817438, 0, 0, 606237, 29, 75497509, 491520, 540672
4608, 753664, 0, 0, 0, 54525952, 0, 0, 53002240, 3456, 0, 30
0, 4224, 71909376, 60820771, 88084992, 56626560, 54529072, 3072, 446239, 32, 85983262, 458798
52428827, 53035008, 511232, 3873, 528512, 85983260, 5632, 3456, 54529065, 3484, 86474800, 692259
54525952, 50987008, 0, 32, 65011712, 0, 44, 71798016, 0, 3328, 60817408, 0
83889280, 445824, 0, 73400320, 0, 655360, 80137856, 0, 60817408, 33, 4736, 84525092
27, 0, 65454080, 0, 86540317, 3361, 0, 4480, 446080, 0, 54525952, 60817443
0, 0, 58720284, 0, 73863552, 0, 589824, 52428800, 56623104, 409600, 0, 67518464
0, 524288, 393216, 0, 0, 3840, 479232, 458782, 26, 0, 73908224, 524334
50331648, 0, 442368, 0, 63569920, 0, 0, 0, 790144, 479104, 458777, 0
0, 0, 426008, 71303168, 60820992, 55181342, 29, 4096, 0, 0, 5289, 59346075
475165, 3712, 393216, 52428800, 425984, 507904, 0, 0, 61361792, 4736, 75497472, 4516
86445312, 0, 676904, 671744, 26, 52428800, 85983261, 69206016, 50335023, 51138944, 72011904, 0
0, 25, 688128, 475136, 88855724, 84295680, 594975, 50905088, 0, 3840, 475136, 67112064
0, 5410, 0, 56627456, 0, 105631008, 69619200, 60820763, 82283776, 50331648, 56626432, 3200
0, 0, 511149, 86556708, 0, 75497472, 0, 4736, 58724480, 0, 557056, 0
0, 393216, 60817408, 28, 76090496, 0, 77594624, 52432540, 0, 3584, 0, 0
40, 0, 25, 675992, 430369, 3328, 59375616, 3103, 458752, 71860265, 60817408, 61264170
76054554, 0, 32, 0, 54529408, 62914560, 0, 30, 3456, 0, 58720256, 409600
54525976, 0, 0, 57229336, 67764224, 3712, 4480, 528128, 35, 560768, 0, 71303168
0, 0, 0, 90177575, 606208, 62914593, 527488, 52989351, 103305984, 609408, 524323, 75501865
58723712, 0, 442368, 65011712, 79695488, 3234, 0, 52433152, 0, 24, 67113728, 44
3072, 393216, 540672, 43, 0, 458752, 0, 0, 414112, 94371840, 25, 76025512
0, 0, 412800, 540672, 71978142, 393216, 458793, 3109, 65011752, 409635, 67108889, 62918400
0, 69206016, 0, 48234496, 0, 30, 69697561, 0, 0, 0, 511900, 0
0, 3200, 55099392, 52428824, 75501482, 69209344, 90590464, 4736, 60817408, 4224, 642849, 69209377
0, 0, 0, 0, 73400320, 461824, 4352, 0, 0, 0, 37, 0
3200, 0, 0, 24, 757408, 71303168, 3712, 5376, 0, 425984, 589851, 56627200
33, 0, 26, 0, 62914591, 0, 73405568, 393216, 0, 475162, 65015040, 63324160
458752, 560384, 3840, 52428800, 73944362, 56623104, 540672, 3487, 25, 495616, 27, 4096
71843840, 393216, 28, 57085440, 52871168, 0, 540672, 3482, 425984, 52428800, 52428827, 67108864
58725406, 79691776, 0, 625694, 81788954, 0, 507931, 56623104, 0, 507904, 33, 69206016
540704, 62914597, 4224, 557082, 0, 25, 67567616, 75497472, 0, 67621248, 74322304, 573440
0, 398753, 0, 0, 71303168, 4224, 52428831, 442368, 0, 0, 71308828, 52953113
397952, 0, 0, 0, 69206016, 524288, 409600, 409638, 0, 409600, 409600, 54530304
0, 27, 527906, 393216, 589860, 0, 25, 3328, 80216064, 28, 4506, 65011768
3584, 425984, 655390, 4992, 52936733, 83886105, 61296044, 80105381, 0, 52969472, 76044202, 557056
0, 24, 0, 56623104, 58720256, 0, 0, 3968, 0, 399010, 0, 71303201
0, 58720256, 0, 0, 0, 4096, 409600, 0, 65011712, 57038633, 61230876, 527904
3611, 0, 4640, 60817408, 3236, 429440, 0, 58720256, 52428800, 0, 0, 0
52428829, 475136, 0, 0, 524288, 52432028, 4096, 50331648, 0, 3968, 50331648, 90750976
540672, 0, 52428800, 67600384, 3354, 393216, 50744448, 527776, 425984, 71303168, 0, 85988379
0, 0, 0, 0, 55230464, 33, 720922, 63356956, 0, 4377, 73400348, 76038182
0, 65014961, 475136, 0, 52841600, 28, 59232280, 3363, 88084480, 0, 3584, 30
458780, 2944, 589824, 0, 52428800, 29, 409600, 106954752, 507934, 560512, 429184, 34
491520, 507904, 47, 69599232, 63422464, 0, 0, 3231, 5120, 445875, 0, 86478877
3456, 4224, 0, 0, 0, 56623137, 0, 396416, 3328, 73400320, 52428825, 524288
35, 48758784, 409600, 495488, 0, 528283, 0, 28, 5248, 507948, 3840, 60817408
0, 4224, 0, 0, 475184, 0, 3456, 50331648, 0, 3866, 512028, 83886080
88657152, 50331648, 676864, 655384, 524325, 0, 85983263, 73400320, 25, 806144, 67784992, 0
0, 4381, 409600, 0, 52428800, 67813376, 54529152, 4127, 0, 52428800, 33, 75497497
0, 27, 3352, 0, 52432896, 491520, 675328, 557081, 409635, 88080384, 58723621, 57229356
475136, 25, 5248, 3866, 511899, 67783720, 0, 50336420, 4224, 62914560, 4608, 0
507904, 3328, 3456, 65015839, 524288, 0, 3840, 0, 26, 65014912, 458752, 58720256
0, 52428800, 0, 40, 75497472, 59162656, 86458393, 0, 69615616, 442402, 4256, 59244544
0, 475136, 0, 0, 0, 54525952, 0, 52428800, 52428800, 4096, 0, 86495390
3754, 76070912, 0, 491554, 61263129, 84475904, 0, 0, 413184, 0, 4736, 0
0, 49, 475136, 0, 63525031, 609569, 67633152, 409600, 67112092, 62914560, 52887590, 426026
0, 67108889, 31, 54968320, 60817408, 3200, 409627, 0, 35, 0, 3456, 5917
0, 0, 71946368, 475164, 578334, 0, 4129, 720896, 71847981, 0, 80166912, 507931
414119, 80101399, 53005472, 73993472, 412928, 52428828, 58720281, 790272, 26, 75501215, 4257, 67112483
50757632, 0, 0, 393216, 28, 0, 0, 0, 46, 594217, 71310753, 73879424
0, 56623104, 52428800, 44, 655391, 25, 33, 3873, 0, 626364, 0, 4096
0, 0, 3200, 3968, 0, 71308444, 0, 824320, 409600, 393216, 56627456, 3456
557056, 540672, 33, 396160, 3328, 3456, 69211392, 3200, 54525952, 0, 3200, 5532
396576, 507936, 65011748, 0, 52428838, 92274688, 85983232, 57184674, 54971809, 49, 84495790, 495488
54530176, 655360, 462752, 54939136, 540672, 78057728, 65011745, 72155170, 393249, 71303168, 0, 52435200
0, 0, 54525952, 3456, 62918528, 57217690, 56623104, 409600, 56626432, 4224, 71308416, 409628
491520, 0, 425984, 540672, 478464, 63373312, 56623104, 25, 35, 50331673, 3584, 0
770048, 5376, 0, 27, 79691808, 10368, 4352, 0, 34, 0, 626688, 0
0, 0, 5504, 0, 4251, 546560, 3360, 0, 67767808, 58720256, 409600, 25
1035520, 52428800, 4224, 0, 86392867, 0, 0, 52871193, 426016, 446240, 0, 40
495006, 52428800, 4096, 0, 0, 67604128, 88658074, 60817433, 61472768, 0, 35, 0
52432927, 659456, 61292577, 86425629, 73842688, 34, 57065472, 397184, 610688, 3072, 25, 573440
393216, 461824, 409600, 0, 3712, 0, 0, 62917888, 0, 25, 0, 497332
540672, 475136, 0, 0, 79691816, 62914602, 0, 0, 0, 0, 540672, 62914589
5406, 4352, 88080384, 29, 82235008, 4004, 55104668, 462848, 67649581, 0, 61358109, 0
0, 0, 3712, 0, 0, 524288, 76041626, 31, 2944, 0, 3456, 0
409600, 0, 59233952, 3200, 63327648, 71843840, 29, 594200, 57098274, 529664, 88526336, 71303168
36, 0, 0, 50331648, 67112866, 60821415, 92278016, 0, 3102, 4352, 4608, 3328
0, 54525952, 0, 40, 0, 32, 69697563, 0, 425984, 33, 3998, 507904
0, 75497472, 125829120, 0, 4224, 3617, 85987072, 3712, 34, 0, 52838400, 409600
88080408, 0, 475160, 0, 90783744, 4520, 78086144, 770048, 71860251, 26, 63438848, 3712
442368, 0, 0, 396827, 52428800, 0, 57314721, 0, 0, 557086, 3328, 4352
720921, 458752, 3072, 0, 3840, 0, 638976, 609408, 0, 0, 121634816, 414618
0, 26, 692096, 475136, 99308460, 84295705, 5272, 55033856, 0, 0, 511272, 54525952
54525976, 0, 425984, 4608, 61374464, 0, 0, 3328, 790400, 495520, 475136, 0
0, 0, 29, 0, 442368, 29, 0, 5376, 25, 60817408, 57114624, 3880
69599232, 606208, 0, 0, 55083034, 75497510, 61276160, 56626944, 0, 32, 0, 671775
4096, 393216, 75923456, 3200, 491520, 573440, 3328, 3328, 557056, 83889573, 57101568, 65015552
80068608, 622592, 29, 0, 475136, 3584, 0, 3712, 0, 43, 491520, 409600
3621, 3103, 73400350, 50761856, 56626816, 0, 52920320, 50331648, 4352, 0, 56623134, 48
560256, 90181803, 688128, 25, 0, 0, 36, 60817408, 0, 0, 409600, 73400350
50872320, 53071744, 26, 3072, 56623104, 83886080, 3608, 60817435, 67108894, 0, 56623104, 524316
0, 0, 3072, 0, 496256, 0, 442396, 0, 0, 100663296, 71306496, 79691776
0, 60817408, 0, 3072, 0, 57475072, 0, 0, 65011712, 458752, 3753, 0
507904, 3200, 3613, 3456, 69752225, 491520, 593536, 448256, 52428826, 62917791, 479232, 3328
425984, 52428800, 54525952, 63373312, 753699, 442396, 24, 0, 61390848, 54530077, 0, 0
491548, 524288, 655360, 0, 426012, 3584, 5632, 50331648, 52428837, 52985856, 524288, 79691814
30, 0, 393216, 0, 57196571, 409626, 0, 0, 496155, 65016832, 29, 69206041
0, 3712, 32, 3456, 73941022, 576696, 0, 0, 4224, 0, 0, 75497472
0, 376855, 0, 409627, 73946652, 26, 60817408, 0, 4096, 445440, 33, 73400354
4096, 0, 0, 4224, 3612, 82247719, 3228, 0, 543872, 4480, 85983232, 4642
67108864, 0, 77594624, 32, 0, 0, 0, 494720, 3456, 0, 3712, 0
35, 4608, 0, 84377600, 5155, 59195392, 0, 33, 31, 475136, 4384, 507904
0, 69206049, 3584, 0, 26, 73400362, 73400320, 442403, 60817438, 26, 88691763, 76059933
50335488, 65404928, 56626304, 610688, 622592, 132513818, 25, 527488, 0, 60822811, 3872, 626852
0, 0, 59233951, 67112064, 58723739, 69746688, 30, 593049, 69730338, 50859904, 88084096, 71303168
442368, 0, 3072, 54935552, 67108901, 32, 65015970, 56627328, 56623104, 71307648, 4136, 69210112
82186752, 0, 0, 65011712, 5120, 61489178, 61280640, 0, 431104, 52433024, 5760, 609408
52434456, 393216, 0, 3100, 100668317, 35, 0, 0, 0, 62918912, 425984, 60822055
84282880, 0, 77594624, 57147392, 589849, 88490016, 3584, 0, 626688, 622592, 0, 0
0, 33, 0, 606208, 60817449, 524288, 58720256, 4096, 524313, 688128, 0, 71303200
0, 0, 50331673, 4137, 0, 82362368, 540672, 0, 75501952, 5760, 31, 791074
0, 0, 3200, 0, 67112320, 0, 69206016, 85983232, 458777, 25, 57101856, 0
0, 4096, 0, 3072, 67108889, 0, 52428840, 65011712, 54525952, 524288, 0, 29
507904, 60821923, 5376, 31, 67112960, 54968320, 479360, 33, 67620131, 429480, 573472, 65014912
86392832, 55151616, 29, 0, 475136, 58724224, 0, 3712, 0, 44, 425984, 475161
69206016, 0, 54525978, 0, 0, 58720256, 24, 524288, 0, 56628736, 29, 413696
4224, 524288, 69206040, 393216, 54525984, 462873, 65011712, 65421342, 58720282, 33, 3328, 0
425984, 606208, 65011712, 0, 475136, 75927168, 56623104, 0, 3224, 33, 62914593, 85983232
0, 3610, 3200, 0, 4608, 69652352, 475168, 627108, 27, 0, 56626304, 0
397952, 0, 0, 0, 69206016, 524288, 409600, 409638, 0, 409600, 409600, 54530304
0, 54525952, 4224, 0, 655360, 0, 58720256, 0, 0, 0, 557056, 62914589
3328, 4096, 0, 0, 458777, 60817443, 0, 0, 3456, 73400320, 60817438, 475162
0, 0, 27, 0, 0, 3225, 0, 36, 73400320, 475136, 0, 3584
4352, 75497472, 524288, 0, 414720, 3236, 704550, 3994, 0, 0, 4384, 69636352
3328, 0, 0, 24, 757408, 71303168, 3584, 5504, 0, 0, 589824, 65015808
0, 3840, 76058264, 30, 86479104, 73400320, 3456, 414592, 63324160, 688128, 85987361, 36
589849, 0, 0, 5158, 83889953, 573440, 69664768, 0, 491520, 577818, 31, 80122274
67665920, 557086, 3200, 0, 606208, 6428, 30, 0, 0, 3241, 65014912, 4096
5152, 52838400, 3200, 57098240, 97178404, 79691811, 0, 60817408, 458752, 39, 409600, 54525952
50724864, 0, 3968, 409600, 111689728, 3359, 31, 73400360, 75501952, 0, 54525952, 73400320
25, 709632, 0, 3840, 3200, 0, 3328, 0, 79691801, 3097, 462976, 26
6656, 65011712, 475163, 76021787, 27, 0, 0, 0, 430245, 55070755, 3994, 88080384
0, 0, 0, 85983232, 26, 30, 42, 0, 0, 4352, 40, 429440
83889792, 50331672, 77594624, 57163776, 658591, 88490016, 3584, 393243, 643072, 659489, 0, 0
393216, 0, 0, 0, 3354, 0, 54525952, 0, 45, 528552, 69213601, 73879424
41, 0, 393216, 25, 589824, 540699, 29, 25, 3456, 3328, 4646, 0
409600, 0, 50331690, 0, 475136, 496942, 409600, 73400346, 76271488, 0, 56623104, 0
46, 73400320, 576640, 0, 31, 4992, 0, 0, 54525952, 0, 67108864, 83886107
24, 0, 52428832, 62914600, 79691804, 54525952, 0, 0, 63324160, 426024, 393242, 55033856
0, 3072, 61390879, 0, 81793280, 491520, 69206052, 56623104, 0, 28, 412928, 3996
60820890, 0, 0, 3611, 3712, 33, 84350626, 756889, 0, 4480, 4608, 58720256
491520, 52428800, 52428824, 0, 54525985, 56627328, 458752, 544256, 83886080, 52985856, 33, 562473
413312, 34, 458752, 3584, 0, 79695528, 0, 393216, 0, 0, 0, 0
393216, 5376, 24, 24, 67633152, 56623136, 35, 0, 560640, 27, 42, 88080409
573472, 0, 25, 0, 57081856, 69783424, 88626560, 69206042, 393216, 0, 82218785, 67718432
0, 0, 606208, 0, 3200, 4096, 527771, 0, 475136, 610304, 63508224, 65835298
67682304, 0, 54525952, 425984, 0, 54525952, 0, 573466, 0, 0, 0, 3481
0, 60820864, 26, 82427932, 54525952, 3225, 69206016, 50855936, 32, 52428800, 54530594, 32
0, 0, 26, 606208, 3712, 69206016, 3361, 573466, 50331648, 34, 425984, 475169
0, 3098, 0, 26, 52969472, 84279330, 0, 0, 32, 0, 0, 3328
0, 557056, 125829120, 0, 0, 446876, 58720256, 50331648, 557056, 0, 50331648, 30
409600, 0, 442368, 0, 0, 36, 5120, 106954752, 393216, 38, 0, 3200
0, 0, 524288, 397312, 478592, 85988394, 71303168, 0, 0, 627106, 26, 67108864
106954752, 3840, 54529952, 461824, 92819200, 60817434, 59133083, 78140455, 0, 0, 56626595, 409639
0, 23, 414080, 33, 491551, 606208, 0, 540672, 54525952, 52432000, 0, 86494848
479776, 65011712, 83889571, 737280, 429312, 412800, 0, 4096, 83886080, 0, 84361242, 3712
29, 0, 30, 0, 76120064, 73400320, 0, 0, 426016, 413824, 26, 491520
52433536, 524288, 86556672, 0, 58720256, 67108864, 47, 67108864, 69206016, 409629, 65667102, 770086
425984, 0, 3072, 0, 688128, 0, 0, 0, 409626, 56623104, 655360, 458752
59113472, 0, 0, 0, 0, 0, 560128, 69211544, 0, 0, 0, 88080416
28, 65486848, 527793, 60817408, 638976, 42, 65011712, 0, 57281699, 102763807, 28, 69210147
0, 0, 0, 0, 0, 58724352, 527523, 0, 0, 3968, 0, 0
62918912, 2944, 3712, 3200, 58724096, 55017472, 0, 0, 61308928, 0, 0, 58723456
0, 561536, 0, 73400320, 28, 425984, 0, 50331648, 26, 54971648, 431744, 3840
53084186, 0, 491520, 50331648, 63356954, 0, 81788928, 393245, 426024, 495131, 475178, 27
3872, 442368, 396288, 0, 3870, 88080424, 76038169, 0, 413861, 107429888, 4864, 57147392
0, 67633152, 0, 2944, 545319, 495360, 426013, 67108864, 67698717, 0, 71729152, 75497498
65011712, 0, 0, 0, 57131008, 4352, 3456, 495872, 0, 59392000, 26, 425984
82186880, 0, 84475904, 62914560, 4992, 63569920, 59150720, 26, 4096, 495360, 3456, 524288
30, 642816, 544668, 53222048, 0, 56623104, 125829120, 409600, 0, 0, 491520, 0
3241, 75500416, 0, 60817408, 0, 75502880, 0, 25, 458752, 35, 34, 576667
0, 0, 3712, 529664, 0, 0, 58720256, 0, 56626816, 3840, 0, 56628644
4640, 0, 67502109, 626176, 0, 0, 35, 0, 51074432, 60821504, 462242, 62914585
0, 0, 0, 458752, 491520, 3328, 0, 4608, 393216, 0, 0, 27
59392000, 99008550, 3456, 41, 0, 71303168, 24, 4096, 60817408, 4608, 0, 573475
0, 693760, 0, 3968, 0, 0, 0, 50331648, 77598114, 28, 59199522, 73400353
4608, 753664, 0, 0, 0, 26, 429696, 54525978, 606208, 4096, 0, 412832
3328, 54984704, 56623129, 3328, 56623104, 69767296, 26, 39, 58723840, 589824, 589857, 88084011
63750144, 524288, 3328, 0, 589824, 71307392, 53035037, 3328, 0, 41, 54525952, 4352
4224, 0, 113836071, 67108864, 479488, 0, 0, 27, 3072, 0, 0, 528384
73400320, 3840, 0, 3456, 63389696, 426009, 88084761, 0, 62914584, 0, 544768, 69206042
5157, 0, 69206044, 54956314, 562432, 528768, 0, 4387, 50331684, 25, 3358, 0
59310080, 380320, 0, 475136, 29, 65011739, 0, 0, 85983261, 4736, 86376448, 409600
396672, 412672, 0, 0, 0, 54525952, 0, 5888, 671744, 3371, 0, 54951936
3072, 409600, 409600, 43, 0, 475136, 442368, 0, 4224, 90180992, 0, 73404196
52428800, 0, 0, 397696, 54530467, 0, 78053376, 0, 28, 73400320, 507904, 56627200
56623104, 0, 0, 671744, 77594624, 73891867, 3328, 3456, 0, 3712, 75502755, 0
0, 0, 0, 90182400, 0, 67669166, 0, 3456, 3200, 0, 35, 3456
42, 0, 409600, 67112346, 0, 0, 442409, 425984, 557056, 0, 0, 26
0, 0, 62914584, 0, 29, 0, 0, 0, 0, 0, 0, 27
62919296, 3072, 0, 80219546, 0, 71303195, 0, 54525977, 84382464, 25, 69763097, 54529920
0, 0, 41, 60817408, 65015457, 67113882, 0, 0, 59277312, 30, 100663296, 0
0, 0, 67108897, 52871168, 0, 5120, 50331648, 26, 527488, 0, 71306666, 78315553
393241, 0, 0, 73796608, 0, 28, 0, 63442842, 67113344, 0, 0, 6044
704512, 3200, 29, 54525952, 54525952, 0, 3229, 606208, 51003392, 0, 409632, 691620
86704128, 475164, 56623104, 0, 0, 0, 3356, 88670208, 56623133, 458752, 59199135, 65474688
54525952, 0, 0, 0, 54529792, 92274716, 71303168, 0, 58720256, 0, 458752, 475136
0, 0, 52936704, 0, 71303168, 5027, 4641, 0, 75988992, 0, 73400345, 54525978
3968, 0, 26, 0, 52428836, 3328, 67108864, 4224, 69206016, 3483, 462080, 479139
33, 69211008, 0, 0, 0, 0, 73403520, 52985856, 36, 4255, 3738, 69206016
4480, 594970, 429222, 80383016, 29, 67108864, 54525952, 4249, 4096, 0, 29, 47
3712, 409623, 0, 0, 69894183, 0, 589851, 4129, 4352, 3584, 0, 69210525
0, 606208, 0, 475162, 69206016, 0, 69206043, 0, 62914560, 28, 77594624, 27
3228, 0, 52428800, 622592, 67731456, 67108864, 73400345, 0, 0, 0, 479133, 85983257
0, 4352, 0, 0, 639023, 60817440, 52432640, 4252, 540704, 69763072, 41, 3612
59129856, 60821292, 54529561, 132775936, 491520, 446336, 52859806, 52936752, 36, 0, 63356961, 611368
5784, 31, 0, 25, 593182, 58720256, 524288, 30, 0, 0, 3328, 0
0, 56623147, 67113889, 524312, 643226, 643098, 55088128, 26, 0, 34, 0, 84443136
52887552, 0, 5248, 0, 58724096, 720958, 5504, 0, 54525952, 409600, 511519, 73400320
0, 56623104, 0, 3200, 67108915, 0, 0, 0, 0, 52887552, 52428800, 0
62914598, 0, 71958528, 50757632, 69730336, 0, 25, 67715102, 41, 73400355, 27, 0
0, 513440, 58720256, 557056, 5120, 495655, 0, 54525952, 3328, 528408, 52428835, 27
655384, 0, 3200, 0, 3456, 655360, 99237888, 442395, 24, 0, 119537664, 529320
0, 458793, 425984, 475136, 524288, 3618, 0, 3233, 28, 3456, 0, 60817454
4224, 393216, 54530560, 45, 557056, 29, 3359, 3738, 52432155, 0, 655386, 52428800
458752, 63360640, 56623104, 55066624, 54525952, 57278464, 52822016, 32, 25, 540712, 0, 524288
524288, 26, 0, 4096, 84414880, 0, 85986970, 24, 0, 774943, 4864, 60821504
0, 69206048, 3584, 376832, 27, 75497515, 90603520, 442403, 60817438, 475162, 88708146, 67654945
524325, 53055360, 429056, 3240, 54525952, 85983264, 32, 69599259, 31, 34, 0, 0
0, 475168, 63656320, 0, 65016752, 0, 524313, 27, 560128, 0, 3584, 60821280
69206016, 50331648, 61358080, 671744, 409600, 507941, 0, 0, 0, 52432160, 0, 4224
3328, 2967, 52822046, 0, 53051392, 58720256, 67108864, 0, 0, 724736, 67556608, 88080384
0, 0, 50331648, 606208, 540672, 102760448, 54529664, 50331678, 0, 524313, 639002, 573474
52428800, 3072, 0, 0, 5120, 589864, 99113984, 0, 0, 27, 73862272, 32
94376217, 65391616, 606208, 3328, 426018, 81788928, 3230, 655360, 3224, 0, 507904, 0
67108864, 56623104, 3200, 0, 3742, 540701, 50990848, 0, 475162, 596480, 98570906, 71303202
606236, 3239, 5760, 32, 0, 4096, 69599261, 75497472, 28, 496640, 71782656, 528000
0, 36, 511232, 0, 83890304, 78135296, 77594653, 0, 3745, 92799004, 44, 69211426
3232, 50331648, 24, 3482, 84497310, 71303168, 69648384, 71303201, 33, 62917923, 69882143, 429338
69209856, 458785, 475136, 2944, 851968, 4224, 96993280, 0, 0, 0, 3712, 0
3200, 65634304, 33, 5272, 524314, 3072, 86446889, 0, 5531, 80248859, 3584, 59231616
0, 425984, 5248, 0, 38, 85983264, 56627328, 0, 52838426, 69209472, 88080384, 79691776
65011712, 0, 0, 0, 54955392, 3504, 69209216, 462464, 0, 61292544, 0, 425984
478620, 0, 4096, 0, 3200, 67784352, 88658075, 60817433, 61472768, 0, 35, 0
76012314, 413090, 56626176, 47, 57278464, 71303202, 393216, 3072, 52432157, 425984, 28, 73400350
409600, 0, 52428800, 71843840, 0, 0, 475136, 50331648, 42, 921472, 0, 29
69599232, 606208, 0, 0, 55083034, 75497510, 61276160, 56626944, 0, 32, 0, 671775
50335104, 398208, 52822016, 0, 54529152, 0, 54525978, 0, 491520, 0, 425984, 60817408
560154, 0, 84366336, 507936, 3200, 0, 413985, 0, 88084864, 409600, 30, 52956577
37, 67108864, 393216, 39, 0, 60821787, 67108896, 67108864, 2977, 34, 3200, 507904
0, 0, 671781, 32, 426014, 56623144, 69209216, 0, 3232, 59134890, 0, 4637
85983232, 0, 524288, 425984, 463513, 71303168, 429312, 622592, 6144, 0, 26, 73404071
458752, 71778330, 4352, 27, 3328, 643233, 52871195, 33, 56623104, 30, 0, 0
0, 65014961, 475136, 0, 52841600, 28, 59232280, 3363, 88084480, 0, 3584, 30
606208, 0, 543899, 69206016, 57065498, 0, 69206016, 82381982, 0, 4513, 3328, 5804
3584, 0, 25, 0, 4260, 491549, 0, 658688, 33, 4352, 0, 3328
